"","...1","file_id","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2"
"104",2300,"9587","0","sn91068367","The semi-weekly messenger (Wilmington, N.C...)","1903","8","4","seq-4","ed-1","1","http://localhost:62222/pages/9587/ncu_green_ver01/sn91068367/1903/08/04/ed-1/seq-4/1","North Carolina","9587_0"
"105",1607,"9630","0","sn83045366","The Minneapolis journal (Minneapolis, Mi...)","1903","6","15","seq-1","ed-1","1","http://localhost:62222/pages/9630/mnhi_comfrey_ver02/sn83045366/1903/06/15/ed-1/seq-1/1","Minnesota","9630_0"
"106",1646,"9637","0","sn83045366","The Minneapolis journal (Minneapolis, Mi...)","1906","10","25","seq-1","ed-1","1","http://localhost:62222/pages/9637/mnhi_dunbar_ver01/sn83045366/1906/10/25/ed-1/seq-1/1","Minnesota","9637_0"
"107",958,"9641","0","sn85049554","Evening times-Republican (Marshalltown, I...)","1907","4","17","seq-1","ed-1","1","http://localhost:62222/pages/9641/iahi_estes_ver01/sn85049554/1907/04/17/ed-1/seq-1/1","Iowa","9641_0"
"108",3269,"9642","0","sn87060165",NA,"1907","5","14","seq-4","ed-1","1","http://localhost:62222/pages/9642/vi_glass_ver01/sn87060165/1907/05/14/ed-1/seq-4/1","Virginia","9642_0"
"109",3266,"9646","0","sn85025007","Alexandria gazette (Alexandria, D.C...)","1907","5","10","seq-2","ed-1","1","http://localhost:62222/pages/9646/vi_foreigner_ver01/sn85025007/1907/05/10/ed-1/seq-2/1","District of Columbia","9646_0"
"110",1542,"9653","0","sn83016689","The Detroit times (Detroit, Mich.)","1912","2","8","seq-2","ed-1","1","http://localhost:62222/pages/9653/mimtptc_hemlock_ver01/sn83016689/1912/02/08/ed-1/seq-2/1","Michigan","9653_0"
"111",988,"9655","0","sn85049554","Evening times-Republican (Marshalltown, I...)","1913","5","16","seq-1","ed-1","1","http://localhost:62222/pages/9655/iahi_jolley_ver01/sn85049554/1913/05/16/ed-1/seq-1/1","Iowa","9655_0"
"112",1681,"9677","0","sn83016810","The Appeal (Saint Paul, Min...)","1914","8","1","seq-2","ed-1","2","http://localhost:62222/pages/9677/mnhi_funkley_ver02/sn83016810/1914/08/01/ed-1/seq-2/2","Illinois","9677_0"
"113",1682,"9677","1","sn83016810","The Appeal (Saint Paul, Min...)","1914","8","1","seq-2","ed-1","2","http://localhost:62222/pages/9677/mnhi_funkley_ver02/sn83016810/1914/08/01/ed-1/seq-2/2","Illinois","9677_1"
"114",783,"9684","0","sn83045462","Evening star (Washington, D.C...)","1883","8","22","seq-3","ed-1","1","http://localhost:62222/pages/9684/dlc_newfoundland_ver04/sn83045462/1883/08/22/ed-1/seq-3/1","District of Columbia","9684_0"
"115",1974,"9705","0","sn87007277",NA,"1913","8","8","seq-7","ed-1","5","http://localhost:62222/pages/9705/msar_lightningbolt_ver03/sn87007277/1913/08/08/ed-1/seq-7/5","Mississippi","9705_0"
"116",1753,"9706","0","sn90059228","Warren sheaf (Warren, Marshal...)","1895","9","26","seq-2","ed-1","4","http://localhost:62222/pages/9706/mnhi_orr_ver01/sn90059228/1895/09/26/ed-1/seq-2/4","Minnesota","9706_0"
"117",2869,"9709","0","sn2001063112",NA,"1898","12","2","seq-4","ed-1","2","http://localhost:62222/pages/9709/sdhi_goshawk_ver03/sn2001063112/1898/12/02/ed-1/seq-4/2","South Dakota","9709_0"
"118",2853,"9709","1","sn2001063112",NA,"1898","12","2","seq-4","ed-1","2","http://localhost:62222/pages/9709/sdhi_goshawk_ver03/sn2001063112/1898/12/02/ed-1/seq-4/2","South Dakota","9709_1"
"119",2847,"9709","2","sn2001063112",NA,"1898","12","2","seq-4","ed-1","2","http://localhost:62222/pages/9709/sdhi_goshawk_ver03/sn2001063112/1898/12/02/ed-1/seq-4/2","South Dakota","9709_2"
"120",1036,"9710","0","sn87056251",NA,"1899","8","11","seq-1","ed-1","2","http://localhost:62222/pages/9710/in_chacha_ver03/sn87056251/1899/08/11/ed-1/seq-1/2","Indiana","9710_0"
"121",1401,"9711","0","sn85052020","Semi-weekly interior journal (Stanford, Ky.)","1899","8","8","seq-1","ed-1","2","http://localhost:62222/pages/9711/kyu_holmium_ver01/sn85052020/1899/08/08/ed-1/seq-1/2","Kentucky","9711_0"
"122",1395,"9711","1","sn85052020","Semi-weekly interior journal (Stanford, Ky.)","1899","8","8","seq-1","ed-1","2","http://localhost:62222/pages/9711/kyu_holmium_ver01/sn85052020/1899/08/08/ed-1/seq-1/2","Kentucky","9711_1"
"123",80,"9713","0","sn86072192","The age-herald (Birmingham, Ala...)","1901","8","28","seq-2","ed-1","2","http://localhost:62222/pages/9713/au_capote_ver01/sn86072192/1901/08/28/ed-1/seq-2/2","Alabama","9713_0"
"124",583,"9720","0","sn85042462","Los Angeles herald (Los Angeles [Calif.]) 1900-1911","1910","7","12","seq-11","ed-1","2","http://localhost:62222/pages/9720/curiv_rubidoux_ver01/sn85042462/1910/07/12/ed-1/seq-11/2","California","9720_0"
"125",588,"9720","1","sn85042462","Los Angeles herald (Los Angeles [Calif.]) 1900-1911","1910","7","12","seq-11","ed-1","2","http://localhost:62222/pages/9720/curiv_rubidoux_ver01/sn85042462/1910/07/12/ed-1/seq-11/2","California","9720_1"
"126",591,"9720","2","sn85042462","Los Angeles herald (Los Angeles [Calif.]) 1900-1911","1910","7","12","seq-11","ed-1","2","http://localhost:62222/pages/9720/curiv_rubidoux_ver01/sn85042462/1910/07/12/ed-1/seq-11/2","California","9720_2"
"127",3083,"9722","0","sn86088201","The Waco evening news (Waco, Tex.)","1892","3","24","seq-1","ed-1","2","http://localhost:62222/pages/9722/txdn_argentina_ver01/sn86088201/1892/03/24/ed-1/seq-1/2","Texas","9722_0"
"128",2691,"9729","0","sn85042345","The Morning Tulsa daily world (Tulsa, Okla.)","1922","5","19","seq-11","ed-1","2","http://localhost:62222/pages/9729/okhi_idabel_ver01/sn85042345/1922/05/19/ed-1/seq-11/2","Oklahoma","9729_0"
"129",911,"9732","0","sn85049804","The bystander (Des Moines, Iow...)","1919","8","1","seq-1","ed-1","2","http://localhost:62222/pages/9732/iahi_ames_ver01/sn85049804/1919/08/01/ed-1/seq-1/2","Iowa","9732_0"
"130",908,"9732","1","sn85049804","The bystander (Des Moines, Iow...)","1919","8","1","seq-1","ed-1","2","http://localhost:62222/pages/9732/iahi_ames_ver01/sn85049804/1919/08/01/ed-1/seq-1/2","Iowa","9732_1"
"131",2108,"9738","0","sn99021999",NA,"1903","8","20","seq-4","ed-1","2","http://localhost:62222/pages/9738/nbu_norris_ver01/sn99021999/1903/08/20/ed-1/seq-4/2","Nebraska","9738_0"
"132",3087,"9742","0","sn86088201","The Waco evening news (Waco, Tex.)","1893","2","24","seq-1","ed-1","2","http://localhost:62222/pages/9742/txdn_argentina_ver01/sn86088201/1893/02/24/ed-1/seq-1/2","Texas","9742_0"
"133",2356,"9743","0","sn92073049","The progressive farmer (Winston, N.C.)","1904","8","23","seq-8","ed-1","2","http://localhost:62222/pages/9743/ncu_johns_ver01/sn92073049/1904/08/23/ed-1/seq-8/2","North Carolina","9743_0"
"134",699,"9750","0","sn84025891","The Washington bee (Washington, D.C...)","1907","7","13","seq-8","ed-1","2","http://localhost:62222/pages/9750/dlc_india_ver01/sn84025891/1907/07/13/ed-1/seq-8/2","District of Columbia","9750_0"
"135",3249,"9754","0","sn85038615","The times dispatch (Richmond, Va.)","1907","7","28","seq-12","ed-1","2","http://localhost:62222/pages/9754/vi_bristol_ver01/sn85038615/1907/07/28/ed-1/seq-12/2","Virginia","9754_0"
"136",1064,"9762","1","sn82015679","The Indianapolis journal (Indianapolis [I...)","1900","11","9","seq-2","ed-1","5","http://localhost:62222/pages/9762/in_ittenbach_ver01/sn82015679/1900/11/09/ed-1/seq-2/5","Indiana","9762_1"
"137",1063,"9762","0","sn82015679","The Indianapolis journal (Indianapolis [I...)","1900","11","9","seq-2","ed-1","5","http://localhost:62222/pages/9762/in_ittenbach_ver01/sn82015679/1900/11/09/ed-1/seq-2/5","Indiana","9762_0"
"138",1727,"9763","1","sn86063381","The Bemidji daily pioneer (Bemidji, Minn.)","1904","9","28","seq-1","ed-1","4","http://localhost:62222/pages/9763/mnhi_jevne_ver02/sn86063381/1904/09/28/ed-1/seq-1/4","Minnesota","9763_1"
"139",1726,"9763","0","sn86063381","The Bemidji daily pioneer (Bemidji, Minn.)","1904","9","28","seq-1","ed-1","4","http://localhost:62222/pages/9763/mnhi_jevne_ver02/sn86063381/1904/09/28/ed-1/seq-1/4","Minnesota","9763_0"
"140",2025,"9764","0","sn95073194",NA,"1891","11","25","seq-2","ed-1","5","http://localhost:62222/pages/9764/nbu_abbott_ver01/sn95073194/1891/11/25/ed-1/seq-2/5","Nebraska","9764_0"
"141",3154,"9767","0","sn86064239",NA,"1920","5","7","seq-8","ed-1","2","http://localhost:62222/pages/9767/txdn_dodge_ver01/sn86064239/1920/05/07/ed-1/seq-8/2","Texas","9767_0"
"142",3192,"9771","0","sn86088651","Bryan daily eagle and pilot (Bryan, Tex.)","1909","7","2","seq-1","ed-1","2","http://localhost:62222/pages/9771/txdn_jaguar_ver01/sn86088651/1909/07/02/ed-1/seq-1/2","Texas","9771_0"
"143",1044,"9775","0","sn86058242","The Lake County times (Hammond, Ind.)","1909","10","18","seq-4","ed-1","2","http://localhost:62222/pages/9775/in_dean_ver02/sn86058242/1909/10/18/ed-1/seq-4/2","Indiana","9775_0"
"144",2091,"9776","0","225879",NA,"1917","10","13","seq-4","ed-1","3","http://localhost:62222/pages/9776/nbu_indescribablebeast_ver01/00225879/1917/10/13/ed-1/seq-4/3","Nebraska","9776_0"
"145",475,"9778","0","sn85066387","The San Francisco call (San Francisco [...)","1912","12","6","seq-2","ed-1","2","http://localhost:62222/pages/9778/curiv_dardanelle_ver01/sn85066387/1912/12/06/ed-1/seq-2/2","California","9778_0"
"146",2476,"9779","0","sn84020616","Albuquerque citizen (Albuquerque, N....)","1907","12","27","seq-1","ed-1","2","http://localhost:62222/pages/9779/nmu_ironweed_ver01/sn84020616/1907/12/27/ed-1/seq-1/2","New Mexico","9779_0"
"147",1283,"9782","0","sn86069457","Crittenden press (Marion, Ky.)","1905","5","25","seq-2","ed-1","2","http://localhost:62222/pages/9782/kyu_airplane_ver01/sn86069457/1905/05/25/ed-1/seq-2/2","Kentucky","9782_0"
"148",1714,"9783","0","sn83016758","The Princeton union (Princeton, Minn...)","1893","4","13","seq-2","ed-1","2","http://localhost:62222/pages/9783/mnhi_goshen_ver01/sn83016758/1893/04/13/ed-1/seq-2/2","Minnesota","9783_0"
"149",2626,"9787","0","sn88077573",NA,"1907","11","5","seq-1","ed-1","1","http://localhost:62222/pages/9787/ohi_juliet_ver01/sn88077573/1907/11/05/ed-1/seq-1/1","Ohio","9787_0"
"150",2390,"9792","0","sn87096017","The Oakes times (Oakes, N.D.)","1908","4","2","seq-6","ed-1","1","http://localhost:62222/pages/9792/ndhi_carbon_ver01/sn87096017/1908/04/02/ed-1/seq-6/1","North Dakota","9792_0"
"151",962,"9795","0","sn85050913","Webster City freeman (Webster City, H...)","1911","8","29","seq-7","ed-1","1","http://localhost:62222/pages/9795/iahi_hawkeye_ver01/sn85050913/1911/08/29/ed-1/seq-7/1","Iowa","9795_0"
"152",136,"9800","0","sn82015133","Arizona weekly citizen (Tucson, Ariz)","1884","11","8","seq-1","ed-1","1","http://localhost:62222/pages/9800/az_bobcat_ver01/sn82015133/1884/11/08/ed-1/seq-1/1","Arizona","9800_0"
"153",939,"9807","0","sn83025182","The daily Gate City (Keokuk, Iowa)","1915","8","17","seq-2","ed-1","2","http://localhost:62222/pages/9807/iahi_decorah_ver01/sn83025182/1915/08/17/ed-1/seq-2/2","Iowa","9807_0"
"154",934,"9807","1","sn83025182","The daily Gate City (Keokuk, Iowa)","1915","8","17","seq-2","ed-1","2","http://localhost:62222/pages/9807/iahi_decorah_ver01/sn83025182/1915/08/17/ed-1/seq-2/2","Iowa","9807_1"
"155",3497,"9812","0","sn85033255","River Falls journal (River Falls, Pi...)","1910","6","23","seq-3","ed-1","1","http://localhost:62222/pages/9812/whi_hegmeister_ver01/sn85033255/1910/06/23/ed-1/seq-3/1","Wisconsin","9812_0"
"156",1787,"9832","0","sn90059228","Warren sheaf (Warren, Marshal...)","1920","9","1","seq-7","ed-1","1","http://localhost:62222/pages/9832/mnhi_quiring_ver01/sn90059228/1920/09/01/ed-1/seq-7/1","Minnesota","9832_0"
"157",2615,"13733","0","sn84028490","The Stark County Democrat (Canton, Ohio)","1875","11","4","seq-1","ed-1","1","http://localhost:62222/pages/13733/ohi_jaques_ver01/sn84028490/1875/11/04/ed-1/seq-1/1","Ohio","13733_0"
"158",2206,"13734","0","sn84020716","The Charlotte journal (Charlotte, N.C.)","1850","8","8","seq-2","ed-1","1","http://localhost:62222/pages/13734/ncu_chestnut_ver01/sn84020716/1850/08/08/ed-1/seq-2/1","North Carolina","13734_0"
"159",2217,"13734","1","sn84020716","The Charlotte journal (Charlotte, N.C.)","1850","8","8","seq-2","ed-1","1","http://localhost:62222/pages/13734/ncu_chestnut_ver01/sn84020716/1850/08/08/ed-1/seq-2/1","North Carolina","13734_1"
"160",1749,"13739","0","sn90059228","Warren sheaf (Warren, Marshal...)","1894","10","25","seq-3","ed-1","1","http://localhost:62222/pages/13739/mnhi_orr_ver01/sn90059228/1894/10/25/ed-1/seq-3/1","Minnesota","13739_0"
"161",2162,"13746","0","sn99021999","Omaha daily bee. (Omaha [Neb.])","1907","8","27","seq-4","ed-1","1","http://localhost:62222/pages/13746/nbu_pound_ver01/sn99021999/1907/08/27/ed-1/seq-4/1","Nebraska","13746_0"
"162",2912,"13748","0","sn98062890",NA,"1911","9","7","seq-6","ed-1","1","http://localhost:62222/pages/13748/sdhi_interceptor_ver01/sn98062890/1911/09/07/ed-1/seq-6/1","South Dakota","13748_0"
"163",912,"13760","0","sn84027253","Muscatine weekly journal (Muscatine, Iowa)","1858","5","15","seq-2","ed-1","1","http://localhost:62222/pages/13760/iahi_bellsprout_ver01/sn84027253/1858/05/15/ed-1/seq-2/1","Iowa","13760_0"
"164",915,"13760","1","sn84027253","Muscatine weekly journal (Muscatine, Iowa)","1858","5","15","seq-2","ed-1","1","http://localhost:62222/pages/13760/iahi_bellsprout_ver01/sn84027253/1858/05/15/ed-1/seq-2/1","Iowa","13760_1"
"165",22,"13761","0","2017218598","Seward daily gateway (Seward, Alaska)","1913","9","30","seq-1","ed-1","1","http://localhost:62222/pages/13761/ak_harborseal_ver04/2017218598/1913/09/30/ed-1/seq-1/1","Alaska","13761_0"
"166",21,"13761","1","2017218598","Seward daily gateway (Seward, Alaska)","1913","9","30","seq-1","ed-1","1","http://localhost:62222/pages/13761/ak_harborseal_ver04/2017218598/1913/09/30/ed-1/seq-1/1","Alaska","13761_1"
"167",24,"13761","2","2017218598","Seward daily gateway (Seward, Alaska)","1913","9","30","seq-1","ed-1","1","http://localhost:62222/pages/13761/ak_harborseal_ver04/2017218598/1913/09/30/ed-1/seq-1/1","Alaska","13761_2"
"168",2581,"13762","0","sn83035143","Cleveland morning leader (Cleveland [Ohio...)","1859","4","1","seq-3","ed-1","1","http://localhost:62222/pages/13762/ohi_desdemona_ver01/sn83035143/1859/04/01/ed-1/seq-3/1","Ohio","13762_0"
"169",2773,"13767","0","2012218613","The Fairfield news and herald. (Winnsboro, S.C.)","1885","9","30","seq-4","ed-1","1","http://localhost:62222/pages/13767/scu_henryjohnson_ver01/2012218613/1885/09/30/ed-1/seq-4/1","South Carolina","13767_0"
"170",3061,"13770","0","sn83025718","The Nashville daily union (Nashville, Tenn...)","1862","8","15","seq-2","ed-1","1","http://localhost:62222/pages/13770/tu_grady_ver01/sn83025718/1862/08/15/ed-1/seq-2/1","Tennessee","13770_0"
"171",1047,"13771","0","sn82015683","Daily State sentinel (Indianapolis, I...)","1862","1","25","seq-2","ed-1","1","http://localhost:62222/pages/13771/in_england_ver02/sn82015683/1862/01/25/ed-1/seq-2/1","Indiana","13771_0"
"172",2608,"13772","0","sn85026002","Dayton daily empire (Dayton [Ohio])","1863","3","17","seq-4","ed-1","1","http://localhost:62222/pages/13772/ohi_horatio_ver01/sn85026002/1863/03/17/ed-1/seq-4/1","Ohio","13772_0"
"173",2559,"13773","0","sn85038115","The spirit of democracy (Woodsfield, Ohi...)","1865","5","17","seq-2","ed-1","1","http://localhost:62222/pages/13773/ohi_byrd_ver01/sn85038115/1865/05/17/ed-1/seq-2/1","Ohio","13773_0"
"174",2565,"13775","0","sn84028271","The Wellington enterprise (Wellington, Ohio) 1867-188?","1883","12","5","seq-2","ed-1","1","http://localhost:62222/pages/13775/ohi_cousteau_ver02/sn84028271/1883/12/05/ed-1/seq-2/1","Ohio","13775_0"
"175",2566,"13775","1","sn84028271","The Wellington enterprise (Wellington, Ohio) 1867-188?","1883","12","5","seq-2","ed-1","1","http://localhost:62222/pages/13775/ohi_cousteau_ver02/sn84028271/1883/12/05/ed-1/seq-2/1","Ohio","13775_1"
"176",745,"13777","0","sn83030313","The New York herald (New York [N.Y.])","1869","11","29","seq-4","ed-1","1","http://localhost:62222/pages/13777/dlc_juneberry_ver01/sn83030313/1869/11/29/ed-1/seq-4/1","New York","13777_0"
"177",3457,"13779","0","sn85033295","Watertown republican (Watertown, Wis.)","1871","9","27","seq-2","ed-1","1","http://localhost:62222/pages/13779/whi_carrie_ver01/sn85033295/1871/09/27/ed-1/seq-2/1","Wisconsin","13779_0"
"178",3561,"13785","0","sn84026801","Huntington advertiser (Huntington, W. ...)","1876","1","27","seq-2","ed-1","1","http://localhost:62222/pages/13785/wvu_neely_ver01/sn84026801/1876/01/27/ed-1/seq-2/1","West Virginia","13785_0"
"179",3052,"13790","0","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_0"
"180",3053,"13790","1","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_1"
"181",3054,"13790","2","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_2"
"182",3055,"13790","3","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_3"
"183",3056,"13790","4","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_4"
"184",3057,"13790","5","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_5"
"185",3058,"13790","6","sn83045160","Memphis daily appeal (Memphis, Tenn.)","1881","12","27","seq-2","ed-1","1","http://localhost:62222/pages/13790/tu_charlie_ver01/sn83045160/1881/12/27/ed-1/seq-2/1","Alabama","13790_6"
"186",1327,"13791","0","sn84038328","The interior journal (Stanford, Ky.) 1872-1881","1879","12","5","seq-3","ed-1","2","http://localhost:62222/pages/13791/kyu_fernico_ver01/sn84038328/1879/12/05/ed-1/seq-3/2","Kentucky","13791_0"
"187",1093,"13794","0","sn92053943","The Rock Island Argus. (Rock Island, Il...)","1882","10","4","seq-1","ed-1","1","http://localhost:62222/pages/13794/iune_deadline_ver01/sn92053943/1882/10/04/ed-1/seq-1/1","Illinois","13794_0"
"188",1240,"13796","0","sn82015080","Barbour County index (Medicine Lodge,...)","1882","5","11","seq-6","ed-1","1","http://localhost:62222/pages/13796/khi_harvey_ver03/sn82015080/1882/05/11/ed-1/seq-6/1","Kansas","13796_0"
"189",1719,"13803","0","sn91059394","Morris tribune (Morris, Minn.)","1884","8","27","seq-6","ed-1","2","http://localhost:62222/pages/13803/mnhi_ibo_ver01/sn91059394/1884/08/27/ed-1/seq-6/2","Minnesota","13803_0"
"190",1721,"13803","1","sn91059394","Morris tribune (Morris, Minn.)","1884","8","27","seq-6","ed-1","2","http://localhost:62222/pages/13803/mnhi_ibo_ver01/sn91059394/1884/08/27/ed-1/seq-6/2","Minnesota","13803_1"
"191",3373,"13804","0","sn98060001","The Middlebury register and Addison County journal (Middlebury, Vt.)","1885","9","4","seq-6","ed-1","1","http://localhost:62222/pages/13804/vtu_irasburg_ver01/sn98060001/1885/09/04/ed-1/seq-6/1","Vermont","13804_0"
"192",3374,"13804","1","sn98060001","The Middlebury register and Addison County journal (Middlebury, Vt.)","1885","9","4","seq-6","ed-1","1","http://localhost:62222/pages/13804/vtu_irasburg_ver01/sn98060001/1885/09/04/ed-1/seq-6/1","Vermont","13804_1"
"193",3375,"13804","2","sn98060001","The Middlebury register and Addison County journal (Middlebury, Vt.)","1885","9","4","seq-6","ed-1","1","http://localhost:62222/pages/13804/vtu_irasburg_ver01/sn98060001/1885/09/04/ed-1/seq-6/1","Vermont","13804_2"
"194",789,"13809","0","sn83045462","Evening star (Washington, D.C...)","1894","9","3","seq-10","ed-1","1","http://localhost:62222/pages/13809/dlc_otterhound_ver01/sn83045462/1894/09/03/ed-1/seq-10/1","District of Columbia","13809_0"
"195",1651,"13821","0","sn83016810","The Appeal (Saint Paul, Min...)","1902","9","6","seq-2","ed-1","1","http://localhost:62222/pages/13821/mnhi_effie_ver01/sn83016810/1902/09/06/ed-1/seq-2/1","Illinois","13821_0"
"196",2524,"13822","0","sn83030193","The evening world (New York, N.Y.)","1903","7","28","seq-10","ed-1","1","http://localhost:62222/pages/13822/nn_plato_ver01/sn83030193/1903/07/28/ed-1/seq-10/1","New York","13822_0"
"197",838,"13838","0","sn89053204","Americus times-recorder (Americus, Ga.)","1905","8","29","seq-1","ed-5","1","http://localhost:62222/pages/13838/gu_ara_ver01/sn89053204/1905/08/29/ed-5/seq-1/1","Georgia","13838_0"
"198",1080,"13842","0","sn84024055","The broad ax (Salt Lake City,...)","1905","10","21","seq-2","ed-1","1","http://localhost:62222/pages/13842/iune_charlie_ver01/sn84024055/1905/10/21/ed-1/seq-2/1","Illinois","13842_0"
"199",1857,"13864","0","sn89067273","Mexico Missouri message. (Mexico, Audrain...)","1907","1","10","seq-6","ed-1","1","http://localhost:62222/pages/13864/mohi_henri_ver01/sn89067273/1907/01/10/ed-1/seq-6/1","Missouri","13864_0"
"200",1860,"13864","1","sn89067273","Mexico Missouri message. (Mexico, Audrain...)","1907","1","10","seq-6","ed-1","1","http://localhost:62222/pages/13864/mohi_henri_ver01/sn89067273/1907/01/10/ed-1/seq-6/1","Missouri","13864_1"
"201",2539,"13869","0","sn84028473","The Mahoning dispatch (Canfield, Mahon...)","1909","6","11","seq-2","ed-1","1","http://localhost:62222/pages/13869/ohi_alpha_ver01/sn84028473/1909/06/11/ed-1/seq-2/1","Ohio","13869_0"
"202",2822,"13883","0","sn00065154","The herald-advance. (Milbank, S.D.)","1911","9","8","seq-6","ed-1","1","http://localhost:62222/pages/13883/sdhi_dominica_ver01/sn00065154/1911/09/08/ed-1/seq-6/1","South Dakota","13883_0"
"203",816,"13888","0","sn95047222","The Lakeland evening telegram. (Lakeland, Fla.)","1915","1","8","seq-4","ed-1","1","http://localhost:62222/pages/13888/fu_frostproof_ver01/sn95047222/1915/01/08/ed-1/seq-4/1","Florida","13888_0"
